id,average_length(inches)),average_weight(inches)),habitat,ph_of_water,color,Gender,life_span
1957,12.21,17.69,slowmovingwaters,6.1,Green_and_Chocolate,TRUE,8.9
1958,6.04,12.8,lakes,6.5,Green_and_Chocolate,TRUE,21.3
1959,14.2,13.97,lakes,6.3,Yellow,TRUE,9.1
1960,12.18,13.47,rivers,6.6,Red_and_Silver,TRUE,21.3
1961,7,15.02,rivers,7.2,Black_and_Orange,TRUE,5.6
1962,14.26,2.28,slowmovingwaters,7.4,Black_and_Orange,TRUE,23
1963,3.13,18.75,slowmovingwaters,6.6,Black_and_Orange,TRUE,26.6
1964,5.56,13.73,idlewater,6.5,Red_and_Silver,FALSE,9.2
1965,7.93,9.31,rivers,7.5,Green_and_Chocolate,FALSE,1.5
1966,16.15,13.47,ponds,7.6,Orange,FALSE,10.4
1967,11.56,15.25,lakes,6.3,Reddish_Orange,TRUE,4
1968,17.87,17.31,lakes,7.8,Orange,TRUE,17.9
1969,5.24,6.63,idlewater,6.4,Yellow,TRUE,7.5
1970,3.91,10.39,slowmovingwaters,7.8,Reddish_Orange,TRUE,7.9
1971,1.49,18.5,idlewater,6.8,Yellow,TRUE,13.6
1972,17.92,2.94,lakes,7.4,Orange,FALSE,16.3
1973,17.12,5.18,slowmovingwaters,6.5,White,,12.2
1974,6.18,14.31,rivers,7,Red_and_White_Bi_Color,FALSE,25.1
1975,2.68,6.16,rivers,6.9,Reddish_Orange,TRUE,2.1
1976,10.66,3.63,rivers,6.1,Green_and_Chocolate,TRUE,19.9
1977,18.02,11.33,lakes,6.8,Black_and_Orange,TRUE,9.9
1978,11.36,9.28,slowmovingwaters,6.3,Red_and_Silver,FALSE,21.3
1979,12.01,13.76,rivers,7.7,Yellow,FALSE,5.2
1980,1.23,3.45,ponds,6.3,Red_and_Silver,TRUE,20.5
1981,16.63,2.57,slowmovingwaters,7.1,Calico,FALSE,10.1
1982,12.15,9.18,slowmovingwaters,6.1,Green_and_Chocolate,FALSE,13
1983,5.77,9.58,idlewater,6.7,Green_and_Chocolate,FALSE,8.2
1984,14.25,14.43,slowmovingwaters,8,Green_and_Chocolate,FALSE,11.5
1985,14.87,6.92,lakes,7.5,Black_and_Orange,TRUE,20.7
1986,17.39,11.66,lakes,6.5,Red_and_White_Bi_Color,TRUE,18
1987,3.48,14.84,lakes,6.5,Black_and_Orange,TRUE,15.3
1988,4.39,9.15,rivers,6.5,Red_and_Silver,TRUE,21
1989,3.84,10.51,rivers,7.6,Orange,TRUE,26.4
1990,7.61,16.95,ponds,6.5,Red_and_Silver,FALSE,3.2
1991,18.32,9.5,lakes,6.1,Green_and_Chocolate,TRUE,9.4
1992,15.34,17.89,slowmovingwaters,7,Orange,FALSE,17.9
1993,8.98,7.37,lakes,6.6,Yellow,TRUE,19.8
1994,11.13,15.85,ponds,7.1,Black_and_Orange,TRUE,4.9
1995,8.6,5.57,lakes,7,Orange,FALSE,20.1
1996,16.12,6.46,ponds,8,Red_and_White_Bi_Color,,6.4
1997,7.5,7.07,rivers,6.3,Black_and_Orange,TRUE,14
1998,10.52,3.27,slowmovingwaters,6.1,Orange,TRUE,13.1
1999,7.7,15.41,ponds,7.8,Orange,FALSE,15.6
2000,11.55,11.61,idlewater,7.5,Red_and_Silver,FALSE,13.6
